art_grp_se,archv_artst_nm,nm,vrit_mark_cn,realm_cl,act_relm_cn,birth_year,rsrch_man_nm,url
ARTST,예술인,이세득,Lee se duk,시각예술,미술작가,1921,,https://www.daarts.or.kr/handle/11080/19520
ARTST,예술인,이소연,Lee So-yeon,창작음악,창작음악,1970,,https://www.daarts.or.kr/handle/11080/51250
ARTST,예술인,이수은,Lee Su-eun,창작음악,창작음악,1981,,https://www.daarts.or.kr/handle/11080/69688
ARTST,예술인,이수인,Lee Suin,창작음악,창작음악,1939,,https://www.daarts.or.kr/handle/11080/69893
ARTST,예술인,이수재,Lee soo jai,시각예술,미술작가,1933,,https://www.daarts.or.kr/handle/11080/19521
ARTST,예술인,이수정,"Lee, Soo Jeung",창작음악,창작음악,1967,,https://www.daarts.or.kr/handle/11080/106628
ARTST,예술인,이수종,Ree soo jong,미술작가,미술작가,1948,,https://www.daarts.or.kr/handle/11080/19522
ARTST,예술인,이수홍,Lee soo hong,미술작가,미술작가,1961,,https://www.daarts.or.kr/handle/11080/19523
ARTST,예술인,이숙자,李淑子,시각예술,한국화,1942,,https://www.daarts.or.kr/handle/11080/5860
FARTST,미술작가,이형록,李亨祿,사진,,,,
ARTST,예술인,이숙재,李淑在,공연예술,현대무용,1945,,https://www.daarts.or.kr/handle/11080/6341
ARTST,예술인,이순열,李盾烈,공연예술,한국무용,1935,,https://www.daarts.or.kr/handle/11080/6315
ARTST,예술인,이승은,Lee Seung-eun,창작음악,창작음악,1977,,https://www.daarts.or.kr/handle/11080/52283
ARTST,예술인,이승택,Lee seung teak,시각예술,미술작가,1932,,https://www.daarts.or.kr/handle/11080/19524
ARTST,예술인,이승하,Lee seung ha,시각예술,미술작가,1959,,https://www.daarts.or.kr/handle/11080/19525
ARTST,예술인,이시현,Yi Si-hyun,창작음악,창작음악,1969,,https://www.daarts.or.kr/handle/11080/49180
ARTST,예술인,이신우,Lee Shinuh,창작음악,창작음악,1969,,https://www.daarts.or.kr/handle/11080/49214
ARTST,예술인,이신자,李信子,시각예술,섬유공예(미술작가 500인),1930,,https://www.daarts.or.kr/handle/11080/19526
ARTST,예술인,이애련,Lee Aelyun,창작음악,창작음악,1966,,https://www.daarts.or.kr/handle/11080/58399
ARTST,예술인,이양원,Lee yang won,시각예술,미술작가,1944,,https://www.daarts.or.kr/handle/11080/19527
ARTST,예술인,이열모,Lee yul mo,시각예술,미술작가,1933,,https://www.daarts.or.kr/handle/11080/19528
ARTST,예술인,이영균,李英均,시각예술,표구,1953,,https://www.daarts.or.kr/handle/11080/5915
ARTST,예술인,이영배,Lee young bae,시각예술,미술작가,1956,,https://www.daarts.or.kr/handle/11080/19529
ARTST,예술인,이영수,Lee young su,미술작가,미술작가,1944,,https://www.daarts.or.kr/handle/11080/19530
ARTST,예술인,이영자,李英子,공연예술,작곡,1931,,https://www.daarts.or.kr/handle/11080/60639
ARTST,예술인,이영자,Lee Young-ja,창작음악,창작음악,1931,,https://www.daarts.or.kr/handle/11080/49656
ARTST,예술인,이영지,Lee Youngji,창작음악,창작음악,1969,,https://www.daarts.or.kr/handle/11080/52251
ARTST,예술인,이영학,Lee young hak,미술작가,미술작가,1948,,https://www.daarts.or.kr/handle/11080/19531
ARTST,예술인,이왈종,Lee wal jong,시각예술,미술작가,1945,,https://www.daarts.or.kr/handle/11080/19532
ARTST,예술인,이용백,Lee yong baek,미술작가,미술작가,1966,,https://www.daarts.or.kr/handle/11080/19533
ARTST,예술인,이용일,李鎔一,공연예술,"음악교육, 음악평론, 지휘",1937,,https://www.daarts.or.kr/handle/11080/107147
ARTST,예술인,이우환,Lee u fan,미술작가,미술작가,1936,,https://www.daarts.or.kr/handle/11080/19534
ARTST,예술인,이원경,李源庚,공연예술,연극연출,1916,,https://www.daarts.or.kr/handle/11080/119901
ARTST,예술인,이원경,李原庚,공연예술,연출가,1916,,https://www.daarts.or.kr/handle/11080/6148
ARTST,예술인,이원좌,Lee won jwa,미술작가,미술작가,1939,,https://www.daarts.or.kr/handle/11080/19535
ARTST,예술인,이유정,Lee Youjung,,창작음악,1978,,https://www.daarts.or.kr/handle/11080/68549
ARTST,예술인,이유정,Lee Youjung,창작음악,창작음악,1978,,https://www.daarts.or.kr/handle/11080/68551
ARTST,예술인,이유태,Lee yu tae,미술작가,미술작가,1916,,https://www.daarts.or.kr/handle/11080/19536
ARTST,예술인,이윤석,Lee Yunseck,창작음악,창작음악,1968,,https://www.daarts.or.kr/handle/11080/51963
ARTST,예술인,이윰,Ium,미술작가,미술작가,1971,,https://www.daarts.or.kr/handle/11080/19537
ARTST,예술인,이은관,李殷官,공연예술,배뱅이굿,1917,,https://www.daarts.or.kr/handle/11080/6517
ARTST,예술인,이은재,Lee Eun-jae,창작음악,창작음악,1971,,https://www.daarts.or.kr/handle/11080/49218
ARTST,예술인,이은지,Eunji Anna Lee,창작음악,창작음악,1982,,https://www.daarts.or.kr/handle/11080/82517
ARTST,예술인,이은화,Lee Eunhwa,창작음악,창작음악,1969,,https://www.daarts.or.kr/handle/11080/52171
ARTST,예술인,이인실,李仁實,시각예술,한국화,1934,,https://www.daarts.or.kr/handle/11080/5907
ARTST,예술인,이인영,李仁榮,공연예술,성악,1929,,https://www.daarts.or.kr/handle/11080/6221
ARTST,예술인,이인현,Lee in hyeon,미술작가,미술작가,1956,,https://www.daarts.or.kr/handle/11080/19538
ARTST,예술인,이일호,Lee il ho,미술작가,미술작가,1946,,https://www.daarts.or.kr/handle/11080/19539
ARTST,예술인,이재삼,Lee jae sam,미술작가,미술작가,1960,,https://www.daarts.or.kr/handle/11080/19540
ARTST,예술인,이재신,Lee Jaesin,창작음악,창작음악,1975,,https://www.daarts.or.kr/handle/11080/82294
ARTST,예술인,이재창,,시각예술,회화,1938,,https://www.daarts.or.kr/handle/11080/135928
ARTST,예술인,이재창,,시각예술,회화,1938,,https://www.daarts.or.kr/handle/11080/135927
ARTST,예술인,이재홍,Lee Jaehong,창작음악,창작음악,1973,,https://www.daarts.or.kr/handle/11080/58053
ARTST,예술인,이재효,Lee jae hyo,미술작가,미술작가,1965,,https://www.daarts.or.kr/handle/11080/19541
ARTST,예술인,이정신,Lee chung shin,미술작가,미술작가,1944,,https://www.daarts.or.kr/handle/11080/19542
ARTST,예술인,이정열,Lee jeong yeol,미술작가,미술작가,1940,,https://www.daarts.or.kr/handle/11080/19543
ARTST,예술인,이정지,Lee chung ji,시각예술,미술작가,1941,,https://www.daarts.or.kr/handle/11080/19544
ARTST,예술인,이정진,Lee jung jin,미술작가,미술작가,1961,,https://www.daarts.or.kr/handle/11080/19545
ARTST,예술인,이정호, 李貞浩,문학,소설,1930,,https://www.daarts.or.kr/handle/11080/5760
ARTST,예술인,이정호,Lee Jeong-ho ,창작음악,창작음악,1982,,https://www.daarts.or.kr/handle/11080/87721
ARTST,예술인,이정희,李丁姬,공연예술,현대무용,1947,,https://www.daarts.or.kr/handle/11080/6339
ARTST,예술인,이종각,Lee jong gak,미술작가,미술작가,1937,,https://www.daarts.or.kr/handle/11080/19546
ARTST,예술인,이종구,Lee jong gu,미술작가,미술작가,1954,,https://www.daarts.or.kr/handle/11080/19547
ARTST,예술인,이종덕,李種德,기타,예술행정,1935,,https://www.daarts.or.kr/handle/11080/45192
ARTST,예술인,이종목,Lee jong mok,미술작가,미술작가,1957,,https://www.daarts.or.kr/handle/11080/19548
ARTST,예술인,이종무,Lee jong mu,미술작가,미술작가,1916,,https://www.daarts.or.kr/handle/11080/19549
ARTST,예술인,이종빈,Lee jong bin,미술작가,미술작가,1954,,https://www.daarts.or.kr/handle/11080/19550
ARTST,예술인,이종상,李鐘祥,시각예술,한국화,1938,,https://www.daarts.or.kr/handle/11080/5892
ARTST,예술인,이종인,李鍾仁,기타,문화일반,1934,,https://www.daarts.or.kr/handle/11080/73554
ARTST,예술인,이종희,Lee Chonghee,창작음악,창작음악,1956,,https://www.daarts.or.kr/handle/11080/58496
ARTST,예술인,이주영,,공연예술,연극,1980,,https://www.daarts.or.kr/handle/11080/135793
ARTST,예술인,이주영,,공연예술,연극,1980,,https://www.daarts.or.kr/handle/11080/135794
ARTST,예술인,이주영,,공연예술,연극,1980,,https://www.daarts.or.kr/handle/11080/112238
ARTST,예술인,이주영,,공연예술,연극,1980,,https://www.daarts.or.kr/handle/11080/135988
ARTST,예술인,이주영,,공연예술,연극,1980,,https://www.daarts.or.kr/handle/11080/135989
ARTST,예술인,이주영,,공연예술,연극,1980,,https://www.daarts.or.kr/handle/11080/135963
ARTST,예술인,이주영,,공연예술,연극,1980,,https://www.daarts.or.kr/handle/11080/136035
ARTST,예술인,이주영,,공연예술,연극,1980,,https://www.daarts.or.kr/handle/11080/135792
ARTST,예술인,이주영,,공연예술,연극,1980,,https://www.daarts.or.kr/handle/11080/136034
ARTST,예술인,이주영,,공연예술,연극,1980,,https://www.daarts.or.kr/handle/11080/135964
ARTST,예술인,이준,"Lee, Joon",미술작가,미술작가,1919,,https://www.daarts.or.kr/handle/11080/19551
ARTST,예술인,이준목,Lee jun mok,시각예술,미술작가,1961,,https://www.daarts.or.kr/handle/11080/19552
ARTST,예술인,이지원,,시각예술,디자인,1987,,https://www.daarts.or.kr/handle/11080/92443
ARTST,예술인,이진우,Lee Genewoo,창작음악,창작음악,1959,,https://www.daarts.or.kr/handle/11080/49220
ARTST,예술인,이철량,Lee cheol ryang,미술작가,미술작가,1952,,https://www.daarts.or.kr/handle/11080/19553
ARTST,예술인,이철우,李喆雨,공연예술,음악기획,1938,,https://www.daarts.or.kr/handle/11080/73574
ARTST,예술인,이철우,Lee David Chol-woo,창작음악,창작음악,1958,,https://www.daarts.or.kr/handle/11080/67859
ARTST,예술인,이철주,Lee cheol joo,미술작가,미술작가,1941,,https://www.daarts.or.kr/handle/11080/19554
ARTST,예술인,이태경,,대중예술,대중예술,1949,,https://www.daarts.or.kr/handle/11080/70412
ARTST,예술인,이한나,Lee Hanna,창작음악,창작음악,1954,,https://www.daarts.or.kr/handle/11080/58397
ARTST,예술인,이한신,Lee Hansin,창작음악,창작음악,1965,,https://www.daarts.or.kr/handle/11080/84452
ARTST,예술인,이현주,Lee Hyunjoo,창작음악,창작음악,1968,,https://www.daarts.or.kr/handle/11080/49173
ARTST,예술인,이형록,李亨祿,시각예술,사진,1917,,https://www.daarts.or.kr/handle/11080/6065
ARTST,예술인,이형우,Lee hyung woo,미술작가,미술작가,1955,,https://www.daarts.or.kr/handle/11080/19555
ARTST,예술인,이형표,李亨杓,대중예술,"영화연출, 각본",1922,,https://www.daarts.or.kr/handle/11080/119447
ARTST,예술인,이형표,李亨杓,대중예술,"영화감독, 각본",1922,,https://www.daarts.or.kr/handle/11080/6489
ARTST,예술인,이혜구,李惠求,공연예술,국악이론,1909,,https://www.daarts.or.kr/handle/11080/6509
ARTST,예술인,이호재,李豪宰,공연예술,배우,1941,,https://www.daarts.or.kr/handle/11080/73652
ARTST,예술인,이호철,Lee ho chul,시각예술,미술작가,1958,,https://www.daarts.or.kr/handle/11080/19556
ARTST,예술인,이홍석,Rhie Hong-seok,창작음악,창작음악,1964,,https://www.daarts.or.kr/handle/11080/49038
ARTST,예술인,이효우,李孝友,시각예술,표구,1941,,https://www.daarts.or.kr/handle/11080/5917
ARTST,예술인,이흥구,李興九,공연예술,한국무용,1940,,https://www.daarts.or.kr/handle/11080/6321
ARTST,예술인,이흥덕,Lee heung duk,시각예술,미술작가,1953,,https://www.daarts.or.kr/handle/11080/19557
ARTST,예술인,이희경,,공연예술,음악,1964,,https://www.daarts.or.kr/handle/11080/136060
ARTST,예술인,이희경,,공연예술,음악,1964,,https://www.daarts.or.kr/handle/11080/136061
ARTST,예술인,이희중,Lee hee jung,미술작가,미술작가,1956,,https://www.daarts.or.kr/handle/11080/19558
ARTST,예술인,임경신,Im Kyungshin,창작음악,창작음악,1969,,https://www.daarts.or.kr/handle/11080/52307
ARTST,예술인,임근준,,시각예술,미술이론,1971,,https://www.daarts.or.kr/handle/11080/136051
ARTST,예술인,임근준,,시각예술,미술이론,1971,,https://www.daarts.or.kr/handle/11080/136050
